plant_index,site_id,detail_url,scientific_name_master,scientific_name_page,name_match,family_page,synonym_page,bangla_name,english_name,disease_raw,uses_raw,chemical_constituents_raw,habit,distribution_raw,description_raw,source_cache_file,http_status,scrape_timestamp,quality_flags
867,876,https://mpbd.cu.ac.bd/details.php?id=876,Carica PAPAYA L.,Carica  PAPAYA L.,True,Caricaceae,Carica citriformis  Jicq. Carica hermaphrodita  Blanco Carica posopora  L. Carica sativa  Tussac.,"Pepe, Papeya, Koiya (Chittagong). ,Pepo, Cokia (Tipra).","Papaya, Papaw.","Anthelmintic, dyspepsia, intestinal irritation, ringworm,wounds, ulcers, boils, warts, cancerous tumours, diarrhea, stomachic, appetizer, digestive, carminative and diuretic.","Milky juice of the fruit and plant contains ‘Papain’ which is digestive and anthelmintic, used in dyspepsia, intestinal irritation and ringworm. The latex is applied externally to speed the healing of wounds, ulcers, boils, warts and cancerous tumours. La","Young fruits and leaves are very rich in latex, which contains a number of digestive enzymes, called papain. Latex also contains a blood anticoagulant factor and immunosuppressive enzyme, chymopapain and a number of medicinal enzymes. Leaves and roots con",Small tree,Cultivated all over Bangladesh.,"Description of the plant: An erect small tree, with spongy stem and white latex, hollow inside. Leaves large, 30-60 cm across, on long, hollow, petioles, palmately lobed, subpeltate, forming a round tuft at the top of the stem. Plant dioecious, male flowers in long drooping panicles, female flowers in short clusters. Fruit large, 15-30 cm long, obovate to obovate-oblong, succulent.",9d3b21364532ff2ef33f5b9d.html,200,2026-09-24T18:56:24.488119+00:00,
868,877,https://mpbd.cu.ac.bd/details.php?id=877,Carissa spinarum L.,Carissa spinarum L.,True,Apocynaceae,Carissa congesta  Wight Antura edulis  Forssk. Arduina edulis  (Forssk.) Spreng. Carissa diffusa  Roxb. Carissa hirsuta  Roth,"Karamcha, Karancha.",Karaunda.,"Antiscorbutic, stomachic and anthelmintic.","The root is antiscorbutic, stomachic and anthelmintic. Decoction of the leaves is useful in early stages of remittent fevers. Unripe fruit is astringent, appetizer and antipyretic. Ripe fruit is cooling and acid, useful in bilious complaints. Root paste i","Roots contain four cardioactive compounds, carissone, ?-sitosterol, triterpene, carindone and lignan, carinol. Cardiotonic activity is due to the glucoside, odoroside H. Fruits are rich in ascorbic acid and salicylic acid. The plant also contains alkaloid",Shrub,Planted all over the country.,"A large armed shrub, with long, stout, sharp, horizontal spines at the base of the branchlets. Leaves 3.8-7.5 cm long, coriaceous, elliptic or obovate, obtuse. Flowers white, in terminal corymbose cymes. Fruit 1.3-2.5 cm long, ellipsoid, fleshy, black when ripe.",02542a8982875ea50aea3b6e.html,200,2026-09-24T18:56:25.577130+00:00,encoding_loss_suspected
869,878,https://mpbd.cu.ac.bd/details.php?id=878,Carthamus TINCTORIUS L.,Carthamus  TINCTORIUS L.,True,Asteraceae,Carthamus glaber  Burm.f. Carthamus tinctorius  var. albus Alef. Carthamus tinctorius  var. spinosuskitam. Centaurea carthamus  E.H.L.Krause,"Kushum, Kajira.",Safflower.,"Laxative, diuretic, appetizer, diuretic, expectorant, inflammations, boils, ringworms, scabies, leucoderma, piles, bronchitis and jaundice, diaphoretic, rheumatism, laxative and toinc, measles.","Young plants are efficacious in colds. Leaves are laxative, diuretic and appetizer, cure urinary discharges and good for the eyes. Flowers are hypnotic, diuretic, expectorant and tonic to the liver, cures inflammations, boils, ringworms, scabies, leucoder","Safflower contains carthamone, lignans and a polysaccharide. Aerial parts of the plant contain acetylenic compounds. Flowers contain eleven triterpene alcohols, helianol being the major one, a yellow pigment, safflomin A and the coloring matter, carthamin",Herb,Cultivated as an oil crop.,"A thisle-like annual herb, about 60 cm high. Leaves sessile, rigid, broad-lanceolate, spinosely serrate. Flowery orange-red in large terminal heads, 2.5-3.3 cm long.",3b79a66bc41ff47487d20cac.html,200,2026-09-24T18:56:26.681938+00:00,
870,879,https://mpbd.cu.ac.bd/details.php?id=879,Caryota URENS L.,Caryota  URENS L.,True,Arecaceae,-,"Ban Khajur, Ban Supari, Golsagu, Golmar, Chau.","Jaggery Palm, Kittul Sago, Toddy or Fish-tail Palm.","Tonic, aphrodisiac, laxative and hemicrania.","Juice is nutritious, tonic, aphrodisiac and laxative. Confection is used in seminal weakness and urinary disorders. Juice and charred fruit is applied to the forehead in hemicrania. Nut is cooling, allays thirst and fatigue.",-,Tree,"North Bengal, Sylhet, Mymensingh, Chittagong, in forests and village groves.","A tall palm, 12-18 m high. The crown is rather thin, consisting of several ascending, graceful, curved, bi-pinnate, large leaves, 5.4-6 m long. Spadix very large, 3-3.6 m long, peduncle curved, stout, entirely covered with large, greyish, coriaceous spathe, and closely imbricated, branches simple, very long, pendulous. Fruit globose, 1.7-2 cm across.",25cf5b32a844a45b6ffa214b.html,200,2026-09-24T18:56:28.001926+00:00,
871,880,https://mpbd.cu.ac.bd/details.php?id=880,Senna alata (L.) Roxb.,Senna alata (L.) Roxb.,True,Caesalpinaeae,Cassia alata  L. Cassia bracteata  L.f. Cassia herpetica  Jacq. Herpetica alata  (L.) Raf.,"Dadmardan, Dadmari. ,Pui chi (Marma), Khashabubaong (Tipra).",Ringworm shrub.,"Purgative and antiparasitic, ringworm, tonic, herpes, insect bites,eczema, expectorant, bronchitis and eczema.","Leaves are purgative and antiparasitic, bruised into paste is specific for ringworm, decoction is a general tonic, considered cure for herpes, venereal diseases and poisonous insect bites. Leaf juice is used to eradicate small helminthes. Marma also use t","Leaves and fruits contain anthraquinone glycosides, chrysophanol, emodin, rhein, aloe-emodin and chrysophanic acid. Leaves also contain essential oil composed of sesquiterpene and phenolic compounds, a xanthone, cassiollin (pinselin), kaempferol, 6-OH-mus",Shrub,"Chittagong, Chittagong Hill Tracts, and sporadically throughout the country.","A large shrub. Leaves compound, 30-60 cm long, leaflets 8-12 pairs, oblong-obtuse, 5-15 cm long. Flowers showy, in spiciform, pedunculate, erect, racemes, petals bright yellow, broad-ovate. Pods 10-20 cm long, linear-oblong, with a broad wing down the middle of each valve, membranous.",1486d303e150a5f2cc6d1906.html,200,2026-09-24T18:56:29.212965+00:00,
872,881,https://mpbd.cu.ac.bd/details.php?id=881,Cassia FISTULA L.,Cassia  FISTULA L.,True,Caesalpinaeae,Bactyrilobium fistula  Willd. Cassia rhombifolia  Roxb. Cathartocarpus fistula  Pers. Cathartocarpus rhombifolius  G.Don,"Sonalu, Bador lathi, Bandar lathi (Mymensingh), Shondal, Sonail, Honail (Noakhali), Bijoy ghanta (Rangpur), ,Honalu (Chakma), Hunalu (Garo).","Indian Laburnum, Puddin Pipe Tree, Purging Fistula.","Laxative, antiperiodic, ulcers, inflammation, rheumatism, ringworms, laxative, gout, rheumatism, ringworm, jaundice and diabetes.","The leaves are laxative and antiperiodic, useful in ulcers, inflammation and rheumatism, juice of the young leaves is used to cure ringworms. Pulp of the fruit is an agreable laxative, safe for children and pregnant women, given in liver disorder. The pur","Leaves contain anthraquinone glycosides like rhein, sennosides A and B and flavones. Stem bark and wood contain leucoanthocyanidin, fistucacidin, flavones, anthraquinones, like barbalon, rhein and sennosides, lupeol, ?-sitosterol and hexacoasanol. Root ba",Small tree,Grows naturally throughout the country.,"A small to medium, deciduous tree. Leaves compound, 23-40 cm long, leflets 4-8 pairs, ovate or ovate-oblong, acute, 5-12.5 cm long. Flowers in lax pendulous racemes, 30-50 cm long. Corolla 3.8 cm across, yellow. Pods 30-60 cm long, pendulous, cylindric, straight, brown-black.",0b4ca6609276345922abe02f.html,200,2026-09-24T18:56:30.374830+00:00,encoding_loss_suspected
873,882,https://mpbd.cu.ac.bd/details.php?id=882,Senna obtusifolia (L.) H.S.Irwin & Barneby,Senna obtusifolia (L.) H.S.Irwin & Barneby,True,Caesalpinaeae,Cassia contorta  Vogel Cassia obtusifolia  L. Diallobus tora  (L.) Raf. Senna toroides  Roxb.,"Chakunda, Gol Eski. ,Dangibaong, Dang Geya (Marma), Rotha (Tipra), Echir Gaith (Tanchangya), Robay (Murang).",The Foetid Cassia.,"Anthelmintic, laxative, antipyretic, bronchitis, asthma, leprosy, piles, and eczema.","Leaves are anthelmintic, laxative and antipyretic, cures bronchitis, asthma, leprosy and piles, used in feverish attacks of children while teething, pounded leaves in eczema, poultice in foul ulcers, hasten suppuration and form a warm remedy in gout, scia","Leaves and stems contain sennosides, D-mannitol, myricyl alcohol and ?-sitosterol. Leaves also contain emodin, a flavanol glycoside, triacontan-1-ol, stigmasterol, ?-sitosterol-?-D-glucoside, friedelin, palmitic, stearic, succinic and d-tartaric acids, ur",Shrub,All over the country in fallow lands and road sides.,"An annual foetid herb up to 1.5 m high. Leaves compound, 7.5-10 cm long, leaflets 3 pairs, 1.3-2 cm long, obovate-oblong. Flowers yellow, usually in subsessile pairs in the the axils of the leaves, petals 5, bright yellow, 1.3-0.8 cm, oblong, obtuse. Pods 20-35 cm long, linear, subterate, obliquely septate, curved.",5c65da99cb9d5c859d264495.html,200,2026-09-24T18:56:31.770477+00:00,encoding_loss_suspected
874,883,https://mpbd.cu.ac.bd/details.php?id=883,Senna occidentalis (L.) Link,Senna occidentalis (L.) Link,True,Caesalpinaeae,Cassia ciliata  Raf. Cassia falcata  L. Cassia occidentalis  L. Ditramexa occidentalis  Britton & Rose,"Kalkasunde, Eski, Essi, Tolikoroi. ,Ka-ja, Ka-ja baong (Marma), Rotha (Tipra), Dangor Dattlong (Chakma).","Western  Senna,  Negro Coffee.","Alexiteric, antiperiodic, cough, hiccup, asthma, fever, worms, purgative,ringworm, fevers, neuralgia and dropsy.","The leaves are alexiteric, antiperiodic, depurant and febrifuge, cure cough, hiccup, asthma, fever, warm decoction is given to children to cure worms. Leaves, roots and seeds are purgative. Seeds are tonic and febrifuge. The roasted seeds are excellent di","Leaves, pods and seeds contain anthraquinones, anthraquinone glycosides, emodin and sennosides. Leaves also contain flavones, dianthronic heteroside. Roots and flowers contain phytosterol, dihydroxy-anthraquinones, physcion and its glucoside, emodin, chry",Under shrub,All over the country in roadsides and fallow lands.,"A diffuse undershrub, 0.6-1.5 m high. Leaves compound, 15-20 cm long, leaflets 3-5 pairs, 2.5-10 cm long, ovate-lanceolate. Flowers in short peduncled few-flowered, axillary, corymbose racemes, and forming a terminal panicle. Petals 5, 1.3 cm long, ovate-oblong, yellow. Pods 10-12.5 cm long, thick, recurved, compressed, distinctly torulose",8d53759c5e4b5ec1c906e759.html,200,2026-09-24T18:56:33.126992+00:00,
875,884,https://mpbd.cu.ac.bd/details.php?id=884,Senna sophera (L.) Roxb.,Senna sophera (L.) Roxb.,True,Caesalpinaeae,Cassia canca  Cav. Cassia esculenta  Roxb. Cassia sophera  L. Chamaefistula sophera  G.Don Ditremexa sophera  (L.) Britton & Wilson,"kalkasunde, Chhoto Kalkesunde, Jhigni. ,Moitarabek, Cajah she (Marma).",Senna Sophera.,"Ringworm, asthma, bronchitis, hiccup, gonorrhea, sores,diabetes, ringworm, pityriasis and psoriasis.","The plant is credited with the same properties as C. occidentalis. Leaf juice is specific for ringworm, used in asthma, bronchitis and hiccup. Infusion of the leaves is useful in gonorrhoea and syphilitic sores. Bark, leaves and seeds are used as a cathar","Leaves contain a flavanol-C-glycoside and sennosides. Root bark contains anthraquinones, chrysophanol and physcion and ?-sitosterol. Heartwood contains chrysophanol physicon, chrysophanic acid, emodin, sopheranin, quercetin and ?-sitosterol. Flowers conta",Under shrub,All over the country in roadsides and fallow lands.,"A diffuse undershrub, 2.4-3 m high. Leaves compound, 18-23 cm long, leaflets 6-10 pairs, 3.8-6.3 cm long, lanceolate, acute or acuminate. Flowers in axillary, short, few flowered, corymbose racemes. Petals 5, 1.3 cm long, ovate, obtuse, yellow. Pods 7.5-10 cm long, thick, slightly recurved, somewhat turgid.",a5aca508a0635a1c8354fafe.html,200,2026-09-24T18:56:34.322876+00:00,encoding_loss_suspected
876,885,https://mpbd.cu.ac.bd/details.php?id=885,Cassytha FILIFORMIS L.,Cassytha  FILIFORMIS L.,True,Lauraceae,Calodium cochinchinense  Lour. Cassytha aphylla  Raeusch. Cassytha macrocarpa  Guillaumin Volutella aphylla  Forssk.,Akasbel.,-,"Alterative, tonic astringent, aphrodisiac and diuretic, urethritis, dysentery, dropsy, anasarca, skin diseases, seborrhoea, congestion, rheumatism and waist pain.","The plant is alterative, tonic astringent, aphrodisiac and diuretic, used in bilious affections, urethritis, chronic dysentery, dropsy, anasarca, skin diseases, seborrhoea, congestion, rheumatism and waist pain. The plant is reported to be used as an inse","Plant contains alkaloids, cassythine, cassyfiline, nantenine, laurotetamine, cassamedine, cassameridine, cassythidine and its oxymethyl derivative, dulcitol (Rastogi & Mehrotra, 1990, Ghani, 2003).",Herb,"Mainly Chittagong, Khulna.","A parasitic, herbaceous, leafless plant, stem very long, cord-like, twined and matted together, dark green. Flowers small, sessile, in lax lateral divaricate spikes, 1.3-5 cm long. Fruit 6 mm across, white, globose, smooth, enclosed in the fleshy perianth-tube.",1312b8edf10ae1cd7c20aa61.html,200,2026-09-24T18:56:35.652280+00:00,
877,886,https://mpbd.cu.ac.bd/details.php?id=886,Casuarina LITTOREA L.,Casuarina  LITTOREA L.,True,Casuarinaceae,Casuarina equisetifolia  Forst.,"Jhau, Belatijhau, Hari (Cox’s Bazar-Teknaf).","Beefwood, Australian oak, Casuarinas.","Colic, diarrhea, dysentery, nervous disorder, cough, ulcers, stomachache and constipation","Leaves are used in colic. Bark is astringent and useful in diarrhoea and dysentery, infusion is used in nervous disorder, cough, ulcers, stomachache and constipation. A lotion of it is reported to be efficacious in beri-beri. Powdered seeds are applied as","Leaves contain kaempferol, quercetin, isoquercetin and their glycosides. Shikimic and quinic acids, glucose, fructose, sucrose and amino acids have been isolated from bark, beans and wood. Bark also contains polyols, polyphenols, ? -gallocatechol and ?-py",Tree,Coastal areas of Bangladesh and planted elsewhere.,"A tall, handsome tree with drooping branches, very slender sulcate branchlets with whorls of 6-8 scale-like leaves, the internodes 5-7.5 mm long on the branchlets. Flowers unisexual, monoecious or dioecious, males in terminal spikes, females in ovoid or globose heads. Fruiting head 13-20 mm long.",e19e01fe9270184d4bef387d.html,200,2026-09-24T18:56:36.958376+00:00,encoding_loss_suspected
878,887,https://mpbd.cu.ac.bd/details.php?id=887,Catharanthus roseus (L.) G.Don,Catharanthus roseus (L.) G.Don,True,Apocynaceae,Ammocallis rosea  (L.) Small Pervinca rosea  (L.) Gaterau Vinca rosea  L. Lochnera rosea   (L.) Recichb.,Nayantara.,"Madagascar Periwinkle, Red Periwinkle, Periwinkle.","Diabetes, menorrhagia, tonic, stomachic, leukemia and Hodgkin’s disease","The plant has been used as a folk remedy for diabetes. Leaf juice is applied to wasp-sting, infusion of the leaves is given in menorrhagia. The root is considered tonic and stomachic. The alkaloids isolated from plant possess anticancer properties, among","The plant contains more than 100 indole alkaloids which are distributed in all parts, but more concentrated in the roots, the bark of the pink variety contains up to 9% of total alkaloids. These alkaloids include the clinically most important bis-indole a",Herb,Commonly grown in gardens.,"A bushy annual or somewhat suffruticose plant, 0.3-0.6 cm high. Leaves 7-9 cm long, polished, ovate or oblong. Flowers white or deep rose-coloured, usually paired in the leaf axils. Follicles linear, 2.3 cm long.",4d0a814dc0ab869b9f2de33d.html,200,2026-09-24T18:56:38.242854+00:00,
879,888,https://mpbd.cu.ac.bd/details.php?id=888,Cayratia PEDATA (Lam.) Juss. ex Gagnep.,Cayratia  PEDATA (Lam.) Juss. ex Gagnep.,True,Vitaceae,Cissus heptaphylla  Retz. Cissus pedata  Lam. Lagenula pedata  Lour. Vitis Pedata  (Lam.) Wallich ex Wight,"Goalilata, Goalikanta.",-,astringent.,The plant is astringent. Decoction of the leaves checks uterine reflexes.,"The plant yields a gum, which contains phenolic substances. It also contains linarin (acacetin 7-rutinoside) and water-soluble antigen. Seeds contain a fixed oil rich in palmitic, oleic and linoleic acids (Ghani, 2003).",Climber,Sylhet (rare).,"A woody climber, with long forked dendrils. Leaves 7-11 foliolate, the lateral leaflets padately arranged, 5-12.5 cm long, oblong-lanceolate, acuminate, serrate. Flowers small, white, in axillary, divaricate, shortly pedunculate, corymbose cymes. Berry subglobose, about the size of a pea.",ea9f06b64a80b050be418b6f.html,200,2026-09-24T18:56:39.757764+00:00,
880,889,https://mpbd.cu.ac.bd/details.php?id=889,Cayratia TRIFOLIA (L.) Domin.,Cayratia  TRIFOLIA (L.) Domin.,True,Vitaceae,Causonis trifolia  (L.) Raf. Cayratia carnosa  (Lam.) Gagnep. Vitis carnosa  (Lam.) Wall. Vitis trifolia  L.,"Amal lata, Anal lata, Anol lata.,  Lodi mallang (Chakma), Paranga ludi (Tanchangya).",-,Abdominal pains and sores.,The stem extract is given in abdominal pains. Seeds and roots are used for the treatment of yoke sores of bullocks.,-,Climber,"Forests of Chittagong, Chittagong Hill Tracts and Dhaka.","A slender climber. Leaves 3-foliolate, 5-15 cm long, leaflets 2.5-7.6 cm long, ovate or obovate, serrate or dentate. Tendrils slender, wiry, opposite the leaves. Flowers small, white, in umbellate cyme. Fruit turbinate, fleshy, black",d2542c129ae55d2a56292014.html,200,2026-09-24T18:56:41.280822+00:00,
881,890,https://mpbd.cu.ac.bd/details.php?id=890,Ceiba PENTANDRA (L.)Gaertn,Ceiba  PENTANDRA (L.)Gaertn,True,Bombaceae,Bombaxpentadrum L.  Bombax inerme  L. Ceiba occidentalis  (Spreng.) Burkill Eriodendron caribaeum  G.Don Gossampinus alba  Buch.-Ham. Xylon pentandrum  (L.) Kuntze,"Shet Simul, Kapok, Sirmai Tula, Burma Simul (Chittagong-Cox’s Bazar).","White silk cotton tree, Kapok, True Kapok tree.","Diuretic, astringent, febrifuge and emetic.","The bark is diuretic, astringent, febrifuge and emetic. The gum is astringent and is given as a remedy for bowel complaints. The root is diuretic, tonic, alterative and laxative, juice is prescribed for diabetes. Young leaves are used as emollient. Decoct","The plant yields a gum, which contains phenolic substances. It also contains linarin (acacetin 7-rutinoside) and water-soluble antigen. Seeds contain a fixed oil rich in palmitic, oleic and linoleic acids (Ghani, 2003).",Tree.,"Planted mainly in Cox’s Bazar and Chittagong, sporadically elsewhere.","A medium-sized, deciduous tree, branches horizontal, in whorls of three. Leaves long petioled, leaflets 5-8, lanceolate, 5-12.5 cm long. Flowers 3.8-5 cm diam., dirty white, appears at the ends of the branches in clusters of 2-8. Capsules fusiform, 15-20 cm long.",ff9f0283136a8d03adbe1700.html,200,2026-09-24T18:56:42.422883+00:00,
882,891,https://mpbd.cu.ac.bd/details.php?id=891,Celastrus PANICULATUS Willd.,Celastrus  PANICULATUS Willd.,True,Celastraceae,Catha paniculata  Scheidw. Celastrus alnifolius  D.Don Diosma serrata  Blanco Euonymus euphlebiphyllus  Hayata,"Lataphataki, Malkangni.","Black oil Tree, Climbing Staff Plant, Intellect Tree.","Appetizer, laxative, emetic, aphrodisiac, expectorant, brain, liver, paralysis, rheumatism, gout, leprosy, scabies and ulcers","The leaves are emmenagogue and antidote to opium. The seeds are appetizer, laxative, emetic, aphrodisiac, expectorant, tonic to the brain and liver, sudorific and stimulant, cures paralysis, rheumatism, gout and leprosy, paste is useful in scabies. Bruise","Seeds contain ?-amyrin, ?-sitosterol, polyhydric alcohol, malkanguniol, sesquiterpene ester, malangunin, alkaloids - celapanine and celapanigine, steroids, triterpenoids, paniculatadiol and malkanguniol (Asolkar et al., 1992).",Climber,In evergreen forests of Sylhet.,"A large woody deciduous climber. Leaves 6.3-10 cm long, broadly elliptic-ovate or obovate, crenate-serrate. Flowers small, green, in terminal drooping panicles, 5-20 cm long. Capsules 1-1.3 cm across, depressed globose, 3-lobed, bright yellow.",5572cc88874326033000ea2a.html,200,2026-09-24T18:56:43.579709+00:00,encoding_loss_suspected
