scientific_name,synonym,family,source_page_url,scrape_timestamp
discladium SQUARROSUM (L.) Tiegh.,Ochna squarrosa L.,Ochnaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nymphoides HYDROPHYLLA (Lour.) Kuntze.,Limnanthemum hydrophyllum (Lour.) Griseb. Menyanthes hydrophyllum Lour. Villarsia hydrophyllum (Lour.) Roem. & Schult.,Menyanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nymphaea nouchali Burm. f.,Nymphaea stellata Willd.,Nymphaeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nymphaea NOUCHALI Burm. f.,Castalia scutifolia Salisb. Castalia stellata (Willd.) Blume Leuconymphaea stellata (Willd.) Kuntze. Nymphaea madagascariensis DC.,Nymphaeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nyctanthes ARBOR-TRISTIS L.,Bruschia macrocarpa Bertol. Nyctanthes dentata Blume Parilium arbor-tristis (L.) Gaertn. Scabrita triflora L.,Oleaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nipa FRUTICANS Wurmb.,Cocos nypa Lour. Nipa arborescens Wurmb ex H.Wendl. Nipa fruticans (Wurmb) Thunb.,Arecaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nigella SATIVA L,Nigella cretica Mill.,Ranunculaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nicotiana TABACUM L.,Nicotiana chinensis Fisch. ex Lehm. Nicotiana latissima Mill. Nicotiana mexicana Schltdl. Nicotiana pilosa Dunal,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
Nicotiana RUSTICA L.,Nicotiana pavoni Dunal,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Nerium oleander L.,Nerium indicum Mill. Nerion oleandrum St.-Lag. Nerium japonicum Gentil Oleander indica (Mill.) Medik.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Nelumbo NUCIFERA Gaertn.,Nelumbium nelumbo Druce. Nelumbo caspica (Fisch.) Schipcz. Nymphaea nelumbo L. Nelumbo speciosa Willd. Nelumbo komarovii Grossh.,Nymphaeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Neonauclea sessilifolia (Roxb.) Merr.,Nauclea sessilifolia Roxb Adina sessilifolia (Roxb.) Hook.f. ex Brandis Bancalus sericeus (Wall. ex G.Don) Kuntze Nauclea sericea Wall. ex G.Don,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Rorippa indica (L.) Hiern.,Nasturtium indicum (L.) DC. Clandestinaria indica (L.) Spach Rorippa montana (Wall. ex Hook. f. & Thomson) Small Sisymbrium atrovirens Hornem. Sisymbrium indicum L.,Brassicaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Myrica ESCULENTA Buch.-Ham,M. nagi Thunb. M. integrifolia Roxb. M. sapida Wall.,Myricaeae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Mussaenda ROXBURGHII Hook. f.,-,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Mussaenda GLABRATA Hutch.,M. frondosa var. glabrata Hook. f.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Musa PARADISIACA L.,M. sepientum L.,Musaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Musa ORNATA Roxb.,M. rosacea Jacq.,Musaceae,https://mpbd.cu.ac.bd/plants.php?pageno=37,2026-09-22T16:27:09.830892+00:00
Murraya PANICULATA (L.) Jacq.,M. exotica L.,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Murraya KOENIGII (L.) Spreng.,-,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Murdania NUDIFLORA (L.) Breman.,Commelina nudiflora L. Aneilema nudiflora (L.) Wall,Commelinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Mucuna PRURIENS (L.) DC.,M prurita Hook.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Mucuna MONOSPERMA DC.,-,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Morus INDICA L.,-,Moraceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Moringa OLEIFERA Lamk.,M. pterigosperma Gaertn.,Moringaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Morinda CITRIFOLIA L.,-,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Morinda ANGUSTIFOLIA Roxb.,-,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Monochoria VAGINALIS (Burm. f.) Presl.,Pontederia vaginalis Burm. f.,Pontederiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=38,2026-09-22T16:27:11.355886+00:00
Monochoria HASTATA (L.) Solms.,M. hastaefolia Presl. Pontederia hastata L.,Pontederiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Momordica DIOICA Roxb.,-,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Momordica COCHINCHINENSIS Spreng.,-,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Momordica CHARANTEA L.,-,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Mollugo PENTAPHYLLA L. (),M. stricta L.,Molluginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Molineria CAPITULATA (Loureiro) Herbert.,Curculigo capitulata (Loureiro) Kuntze Curculigo recurvata Dryander.,Hypoxidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Mitragyna PARVIFOLIA (Roxb.) Korth.,Stephegyne parvifolia Korth.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Mirabilis JALAPA L.,-,Nyctaginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Mimusops ELENGI L.,-,Sapotaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Mimosa PUDICA L.,-,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=39,2026-09-22T16:27:12.889826+00:00
Mikania CORDATA (Burm. f.) Rob,M. scandens Willd.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Michelia CHAMPACA L.,-,Magnoliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Meyna SPINOSA Roxb. ex. Link.,Vangueria spinosa Roxb.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Mesua NAGESSARIUM (Burm.) Kost. (),M. ferrea L.,Clusiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Merremia VITIFOLIA (Burm. f.) Hallier f.,Ipomoea vitifolia Sw.,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Mentha ARVENSIS L.,-,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Memecylon UMBELLATUM Burm.,M. edule Roxb.,Melastomaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Melothria HETEROPHYLLA Cogn.,Zehneria umbellata Thw.,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Melochia CORCHORIFOLIA L.,-,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Melilotus ALBA Lamk.,-,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=40,2026-09-22T16:27:14.421463+00:00
Melia SEMPERVIRENS (L.) All.,M. azadarach L.,Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Melastoma MALABATHRICUM L.,-,Melasomaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Martynia ANNUA (Hous.) L.,M. diandra Glox.,Pedaliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Marsdenia TINCTORA (L.) R. Br.,-,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Maranta ARUNDINACEA L.,-,Marantaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Manilkara ZAPOTA (L.) Royen.,Achras sapota L.,Sapotaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Manilkara HEXANDRA (Roxb.) Dub.,Mimusops hexandra Roxb.,Sapotaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Manihot ESCULENTA Crantz.,Manihot utilissima Pohl.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Mangifera laurina Blume.,Mangifera longipes Griff.,Anacardiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Mangifera INDICA L.,Mangifera austroyunnanensis Hu,Anacardiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=41,2026-09-22T16:27:15.954703+00:00
Mallotus ROXBURGHIANUS Muel-Arg.,Rottlera peltata Roxb.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Mallotus PHILIPPINENSIS Muell-Arg.,Aconceveibum trinerve Miq. Croton philippensis Lam. Echinus philippensis (Lam.) Baill. Rottlera philippensis (Lam.) Scheff.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Maesa INDICA Wall.,Baeobotrys indica Roxb.,Myrsinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Maesa ACUMINATA DC.,Maesa ramentacea Wall.,Myrsinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Madhuca longifolia VAR. LATIFOLIA (Roxb.) A.Chev.,Madhuca indica Gmel. Bassia latifolia Roxb. Illipe latifolia (Roxb.) F.Muell. Madhuca latifolia (Roxb.) J.F.Macbr. Vidoricum latifolium (Roxb.) Kuntze,Sapotaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Macrotyloma uniflorum (Lam.) Verde.,Dolichos biflorus L. Dolichos benadirianus Chiov. Dolichos uniflorus Lam. Kerstingiella uniflora (Lam.) J.A.Lackey,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Macrosolen COCHINCHINENSIS (Lour.) Van Teigh.,Loranthus cochinchinensis Lour. Loranthus fordii Hance Macrosolen fordii (Hance) Danser Tristerix viridiflorus Mart.,Loranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Macaranga DENTICULATA Muell.-Arg.,Macaranga chatiniana (Baill.) Müll.Arg. Mappa denticulata Blume Rottlera glauca Hassk. Tanarius gmelinifolius (King ex Hook.f.) Kuntze,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Lygodium MICROPHYLLUM (Cau.) R. Br.,Lygodium scandens var. intermedium Ces. Ophioglossum filiforme Roxb. Ugena microphylla Cav.,Lygodiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Lygodium JAPONICUM (Thunb.) Sw.,Davallia scandens (Lour.) Sw. Hydroglossum japonicum (Thunb.) Willd. Ophioglossum japonicum Thunb. Trichomanes cochinchinense Poir.,Lygodiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=42,2026-09-22T16:27:17.482459+00:00
Lygodium FLEXUOSUM Sw.,Hydroglossum flexuosum (L.) Willd. Ophioglossum flexuosum L. Ramondia flexuosa (L.) Mirb.,Lygodiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Lygodium CIRCINATUM (Burm.) Sw.,-,Lygodiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Lycopersicon LYCOPERSICUM (L.) Karsten,Lycopersicon esculentum Mill. Hydroglossum circinnatum (Burm. f.) Willd. Ophioglossum circinnatum Burm. f.,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Luvunga SCANDENS Buch.-Ham.,Limonia scandens Roxb. Luvunga nitida Pierre,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Luffa CYLINDRICA (L.) Roem.,Luffa leucosperma M.Roem. Luffa aegyptiaca Mill. Melothria touchanensis H. Lév. Momordica cylindrica L.,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Luffa ACUTANGULA (L.) Roxb.,Cucumis acutangulus L. Cucurbita acutangula (L.) Blume Luffa fluminensis Roem. Momordica tubiflora Wall.,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Ludwigia ADSCENDENS (L.) Hara.,Jussiaea adscendens L. Jussiaea repens L.,Onagraceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Litsea MONOPETALA (Roxb.) Pers.,Litsea polyantha Juss. Tetranthera macrophylla Roxb. Tetranthera monopetala Roxb.,Lauraceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Litsea LANCIFOLIA (Roxb.ex Nees) Fern.-Vill,Litsea hansenii Kosterm. Tetranthera lancifolia Roxb. ex Nees,Lauraceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Litsea GLUTIONSA (Lour.) Rob.,Camellia integrifolia Choisy Dodecadenia robusta Zoll. & Moritzi Litsea apetala (Roxb.) Pers. Sebifera glutinosa Lour.,Lauraceae,https://mpbd.cu.ac.bd/plants.php?pageno=43,2026-09-22T16:27:19.012080+00:00
Litchi CHINESIS Sonn.,Nephelium litchi (Lour.) Camb. Corvinia litschi Stadtm. ex Willemet Euphoria didyma Blanco Nephelium litchi Cambess. Scytalia chinensis Gaertn.,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Linum USITATISSIMUM L.,Linum crepitans (Boenn.) Dumort. Linum humile Mill.,Linaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Lindenbergia INDICA Vatke,Lindenbergia urticaefolia Lehm.,Scrophulariaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Limnophila INDICA (L.) Druce.,Limnophila gratioloides R. Br. Ambulia indica (L.) W.Wight Columnea balsamea Roxb. Hottonia indica L.,Scrophulariaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Leucas zeylanica (L.) W.T.Aiton.,Leucas zeylanica (L.) R. Br. Leonurus parviflorus Moench Phlomis indica L. Spermacoce denticulata Walp.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Leucas LAVANDULIFOLIA Sm.,Hetrepta lavandulifolia (Sm.) Raf. Leonurus indicus L. Leucas linifolia (Roth) Spreng. Phlomis linifolia Roth,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Leucas CEPHALOTES (Roth.) Spreng.,Leucas capitata Desf. Phlomis cephalotes Roth,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Leucas ASPERA (Willd.) Link.,Leucas dimidiata (Roth) Spreng. Leucas plukenetii (Roth) Spreng. Phlomis aspera Willd. Phlomis esculenta Roxb.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Leonurus SIBIRICUS L.,Leonurus manshuricus Y.Yabe Leonurus multifidus (Moench) Desf. Panzeria angustifolia Raf. Phlomis sibirica (L.) Medik.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Lens CULINARIS Medik.,Ervum lens L. Lens esculenta Moench Vicia lens (L.) Coss. & Germ.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=44,2026-09-22T16:27:20.549567+00:00
Leea MACROPHYLLA Roxb.,Leea angustifolia P. Lawson Leea aspera Wall. ex G. Don Leea latifolia Wall. ex Kurz Leea robusta Roxb.,Leeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Leea INDICA (Burm. f.) Merr.,Leea sambucina Willd. Aquilicia otillis Gaertn. Leea divaricata T. & B. Leea viridiflora Planch. Staphylea indica Burm. f.,Leeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Leea asiatica (L.) Ridsdale.,Leea crispa L. Leea herbacea Buch.-Ham. Leea pinnata Andrews Phytolacca asiatica L.,Leeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Leea AEQUATA L.,Leea ancolona Miq. Leea hirsuta Blume ex Spreng. Leea hirta Roxb. ex Hornem. Leea hispida Gagnep.,Leeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Lawsonia INERMIS L.,Alcanna spinosa (L.) Gaertn. Casearia multiflora Spreng. Lawsonia speciosa L. Rotantha combretoides Baker,Lythraceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Launaea SARMENTOSA (Willd.) Sch.-Bip.,Ammoseris sarmentosa (Willd.) D.Dietr. Chondrilla sarmentosa (Willd.) Poir. Lactuca sarmentosa (Willd.) DC. Prenanthes sarmentosa Willd.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Launaea ASPLENIIFOLIA Hook. f.,Ammoseris aspleniifolia (Willd.) D.Dietr. Chondrilla aspleniifolia (Willd.) Poir. Microrhynchus aspleniifolius (Willd.) DC. Prenanthes aspleniifolia Willd.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Lasia SPINOSA (L.) Thw.,Lasia heterophylla Schott. Dracontium spinosum L. Lasia crassifolia Engl. Lasia roxburghii Griff. Pothos lasia Roxb.,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Dendrocnide sinuata (Blume) Chew.,Laportea crenulata Gaudich. Dendrocnide pulus (Steud.) Chew Laportea sinuata (Blume) Miq. Urticastrum sinuatum (Blume) Kuntze,Urticaceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Lantana CAMARA L.,Lantana aculeata L. Lantana antillana Raf. Lantana asperata Vis. Lantana crocea Jacq. Lantana spinosa L. ex Le Cointe,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=45,2026-09-22T16:27:22.076731+00:00
Lannea COROMANDELICA (Houtt.) Merr.,Calesium grande Kuntze Lannea grandis Engl. Odina pinnata Rottler Rhus odina Buch.-Ham. ex Wall. (Anacardiaceae),Anacardiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Lagerstroemia speciosa (L.) Pers.,Lagerstroemia reginae Roxb. Adambea hirsuta Lam. Lagerstroemia hirsuta (Lam.) Willd. Munchausia speciosa L.,Lythraceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Lagerstroemia INDICA L.,Lagerstroemia chinensis Lam. Lagerstroemia elegans Wall. ex Paxton Murtughas indica (L.) Kuntze Velaga globosa Gaertn.,Lythraceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Lageneria SICERARIA (Molina) Standl.,Cucumis lagenaria (L.)Dumort. Cucurbita lagenaria L. Cucurbita siceraria Molina Lagenaria vulgaris Ser.,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Lablab PURPUREUS (L.) Sweet.,Dolichos lablab L. Dolichos benghalensis Jacq. Dolichos purpureus L. Lablab vulgaris (L.) Savi Vigna aristata Piper,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Bryophyllum pinnatum (Lam.) Oken.,Kalanchoe pinnata (Lam.) Pers. Bryophyllum germinans Blanco Cotyledon pinnata Lam. Sedum madagascariense Clus. Vereia pinnata (Lam.) Spreng.,Crassulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Kaempferia ROTUNDA L.,Kaempferia longa Jacq. Kaempferia versicolor Salisb.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Kaempferia PARVIFLORA Wall.,Kaempferia rubromarginata (S.Q.Tong) R.J.Searle Stahlianthus rubromarginatus S.Q.Tong,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Alpinia sessilis J.Koenig,Kaempferia humilis Salisb. Kaempferia plantaginifolia Salisb. Kaempferia procumbens Noronha,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
justicia JAPONICA Thunb.,Justicia simplex D. Don Rostellaria rotundifolia Nees Rostellularia japonica (Thunb.) J.L. Ellis,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=46,2026-09-22T16:27:23.607341+00:00
Justicia GENDARUSSA Burm.,Dianthera subserrata Blanco Dicliptera rheedei Kostel. Ecbolium gendarussa (Burm.f.) Kuntze Gendarussa vulgaris Nees .,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Jatropha GOSSYPIFOLIA L.,Adenoropium gossypiifolium (L.) Pohl Jatropha elegans Kl. Jatropha jacquinii Baill. Manihot gossypiifolia (L.) Crantz,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
. JATROPHA CURCAS L.,Curcas indica A.Rich. Jatropha afrocurcas Pax Manihot curcas (L.) Crantz Ricinus jarak Thunb.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Jasminum SCANDENS Vahl.,Jasminum laetum Wall. ex G.Don Mogorium scandens (Retz.) Lam. Nyctanthes scandens Retz.,Oleaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Jasminum SAMBAC (L.) Ait.,Jasminum bicorollatum Noronha Jasminum blancoi Hassk. Mogorium sambac (L.) Lam. Nyctanthes undulata L.,Oleaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Jasminum ANGUSTIFOLIUM Vahl.,Jasminum triflorum (Burm.f.) Pers. Mogorium vimineum (Retz.) Lam. Nyctanthes angustifolia L.,Oleaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Ixora NIGRICANS R. Br. ex Wight & Arn.,Ixora affinis Wall. ex Craib Ixora arguta (Hook.f.) King & Gamble Ixora erubescens Wall. ex G.Don Pavetta erubescens (Wall. ex G.Don) Miq.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Ixora CUNEIFOLIA Roxb.,Ixora rosea Wall. Ixora wallichii Wight & Arn.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Ixora COCCINEA L.,Ixora bandhuca Roxb. Ixora montana Lour. Pavetta coccinea (L.) Blume. Pavetta rubra Noronha.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Ixora pavetta Andr.,Ixora arborea Roxb. ex Sm. Ixora decipiens DC.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=47,2026-09-22T16:27:25.135520+00:00
Isodon LOPHANTHOIDES (Buch.-Ham. ex D. Don.) Hara,Hyssopus lophanthoides Buch.-Ham. ex D.Don Isodon shimizuanus (Murata) H.Hara Orthosiphon glabrescens Vaniot Plectranthus fangii Y.Z.Sun Rabdosia shimizuana Murata,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
ipomoea QUAMOCLIT L.,Convolvulus pennatifolius Salisb Convolvulus quamoclit (L.) Spreng. Quamoclit pennata (Desr.) Bojer Quamoclit vulgaris Choisy,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
Ipomoea PES -TIGRIDIS L.,Convolvulus pes-tigridis (L.) Spreng. Ipomoea capitellata Choisy Ipomoea hepaticifolia L.,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
Ipomoea PES-CAPRAE (L.) R.Br.,Convolvulus bilobatus Roxb. Convolvulus brasiliensis L. Ipomoea brasiliensis (L.) Sweet Latrienda brasiliensis (L.) Raf.,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
